date,time,sender,message,VADER_Sentiment,Manual_Label,ML_Sentiment
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,null,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,16:13,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
23/03/25,17:53,Nishita 🪰,Hey guys,Neutral,Neutral,Neutral
23/03/25,17:53,Nishita 🪰,Keep your certificates safe we need them in future,Positive,Neutral,Neutral
23/03/25,21:43,Nishita 🪰,https://unity.com/download,Neutral,Neutral,Neutral
23/03/25,21:44,Nishita 🪰,https://unity.com/releases/editor/archive : 2021.3.49f1,Neutral,Neutral,Neutral
23/03/25,21:45,Nishita 🪰,Download this can come tmr for workshop,Neutral,Neutral,Neutral
23/03/25,21:45,Nishita 🪰,IMP 👆,Neutral,Neutral,Neutral
24/03/25,09:00,Wifey❤️,hey I cant see anything in his link,Neutral,Neutral,Neutral
24/03/25,09:01,Wifey❤️,its showing 404 not found......,Neutral,Neutral,Neutral
24/03/25,13:46,Wifey❤️,They are telling to take group photo,Neutral,Neutral,Neutral
24/03/25,13:46,Wifey❤️,Nishita and achu,Neutral,Neutral,Neutral
24/03/25,13:46,rohxn 03,When?,Neutral,Neutral,Neutral
24/03/25,13:46,Nishita 🪰,Haan,Neutral,Neutral,Neutral
24/03/25,13:46,Wifey❤️,Now right now,Neutral,Neutral,Neutral
24/03/25,13:46,Nishita 🪰,Ok,Positive,Neutral,Neutral
24/03/25,13:46,rohxn 03,2 i clock saakaaa,Neutral,Neutral,Neutral
24/03/25,13:47,rohxn 03,Im downloading adke,Neutral,Neutral,Neutral
24/03/25,13:47,Nishita 🪰,I am coming,Neutral,Neutral,Neutral
24/03/25,13:47,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
24/03/25,13:47,rohxn 03,Shit,Negative,Neutral,Neutral
24/03/25,13:47,rohxn 03,Where is this class,Neutral,Neutral,Neutral
24/03/25,13:47,Nishita 🪰,But it will take 5 mins,Neutral,Neutral,Neutral
24/03/25,13:47,rohxn 03,.....,Neutral,Neutral,Neutral
24/03/25,13:47,Nishita 🪰,B block,Negative,Neutral,Neutral
24/03/25,13:47,rohxn 03,In b block where,Negative,Neutral,Neutral
24/03/25,13:48,rohxn 03,Oooo near vending machine ryt,Neutral,Neutral,Neutral
24/03/25,13:48,Wifey❤️,Jon,Neutral,Neutral,Neutral
24/03/25,13:48,Wifey❤️,Join,Positive,Neutral,Neutral
24/03/25,13:48,Wifey❤️,Vending machine,Neutral,Neutral,Neutral
24/03/25,13:48,Wifey❤️,B block,Negative,Neutral,Neutral
24/03/25,13:49,Wifey❤️,Finished,Neutral,Neutral,Neutral
24/03/25,13:49,Nishita 🪰,Haan,Neutral,Neutral,Neutral
24/03/25,13:49,Nishita 🪰,It's ok,Positive,Neutral,Neutral
24/03/25,13:49,Wifey❤️,It's just a group photo needed  anthaa vidit told,Neutral,Neutral,Neutral
24/03/25,13:49,Nishita 🪰,Fine,Positive,Neutral,Neutral
24/03/25,13:50,Nishita 🪰,Now come to a005,Neutral,Neutral,Neutral
24/03/25,13:55,rohxn 03,Pls let me know when teacher enters the class,Positive,Neutral,Neutral
24/03/25,13:56,Wifey❤️,Ok,Positive,Neutral,Neutral
24/03/25,14:00,rohxn 03,@918799146002 is it downloading fast??,Neutral,Neutral,Neutral
24/03/25,17:04,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
24/03/25,17:04,rohxn 03,Nishita we got the certificate ok,Positive,Neutral,Neutral
24/03/25,17:11,Gass,Did they pay you 👀😂,Positive,Neutral,Neutral
24/03/25,17:11,Gass,How much did you score?,Neutral,Neutral,Neutral
24/03/25,17:18,Nishita 🪰,From u got ??,Neutral,Neutral,Neutral
24/03/25,17:18,Nishita 🪰,How to do that ??,Neutral,Neutral,Neutral
24/03/25,17:32,Wifey❤️,"Near ur pg printing shop will be there, if not naale baa here xerox shop is there right, or universitys also fine",Positive,Neutral,Neutral
,,system,But opposite xerox is better because all equipments are there,Positive,Neutral,Neutral
,,system,Come there and ask that bayya for wipro dice app,Neutral,Neutral,Neutral
,,system,He will tell he don't know,Neutral,Neutral,Neutral
,,system,Then do a sexy belly dance in front of him,Positive,Neutral,Neutral
,,system,Simple,Neutral,Neutral,Neutral
24/03/25,17:33,Nishita 🪰,Rohan stop 😡,Negative,Neutral,Neutral
24/03/25,17:33,Nishita 🪰,Don't irritate me,Positive,Neutral,Neutral
24/03/25,17:33,Gass,<Media omitted>,Neutral,Neutral,Neutral
24/03/25,17:34,Wifey❤️,🤣🤣🤣🤣,Positive,Neutral,Neutral
24/03/25,17:35,Gass,<Media omitted>,Neutral,Neutral,Neutral
24/03/25,17:39,Nishita 🪰,@919663957450 I will call you later,Neutral,Neutral,Neutral
24/03/25,17:40,Wifey❤️,Ok....,Neutral,Neutral,Neutral
24/03/25,18:36,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
24/03/25,18:38,Nishita 🪰,I got 👆,Neutral,Neutral,Neutral
24/03/25,18:38,Nishita 🪰,She had downloaded that in her phone,Neutral,Neutral,Neutral
24/03/25,18:38,Nishita 🪰,Thank God 🙏,Positive,Neutral,Neutral
24/03/25,19:31,Wifey❤️,All credits goes to me😎,Positive,Neutral,Neutral
24/03/25,19:37,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
25/03/25,16:46,Wifey❤️,null,Neutral,Neutral,Neutral
25/03/25,16:46,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
25/03/25,16:46,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
25/03/25,16:46,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
25/03/25,16:46,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
25/03/25,20:38,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
25/03/25,20:38,Nishita 🪰,Where are you bvc ??,Neutral,Neutral,Neutral
25/03/25,20:39,Nishita 🪰,U went alone?? When ?,Negative,Neutral,Neutral
25/03/25,20:39,Wifey❤️,seriously achu,Negative,Neutral,Neutral
25/03/25,20:39,Wifey❤️,alla r u seriou,Neutral,Neutral,Neutral
25/03/25,20:40,Wifey❤️,one second atleast one sec nin wife remember agilavaa??,Neutral,Neutral,Neutral
25/03/25,20:41,rohxn 03,Aaythu ammu,Neutral,Neutral,Neutral
,,system,So i bought 2 plates,Neutral,Neutral,Neutral
,,system,One is....😔,Positive,Neutral,Neutral
,,system,One plate is for u🤧,Neutral,Neutral,Neutral
25/03/25,20:45,Gass,What is that myre?,Neutral,Neutral,Neutral
25/03/25,20:45,Gass,Nale class thago,Neutral,Neutral,Neutral
,,system,Tax akku😂🤣,Positive,Neutral,Neutral
25/03/25,20:48,Wifey❤️,Haa,Neutral,Neutral,Neutral
25/03/25,20:55,Gass,<Media omitted>,Neutral,Neutral,Neutral
25/03/25,21:00,Wifey❤️,🙄,Neutral,Neutral,Neutral
25/03/25,21:03,Gass,Online delivery madbeku,Neutral,Neutral,Neutral
25/03/25,21:03,Gass,Ninne thindbitu one for you anthe 😒,Neutral,Neutral,Neutral
25/03/25,21:04,Wifey❤️,Hogli bidu thinli,Neutral,Neutral,Neutral
25/03/25,21:04,Gass,Ella Ella bekke beku nyaya beku,Neutral,Neutral,Neutral
25/03/25,21:05,Gass,Vatal nagraj karsana yemme mele savari madsona,Neutral,Neutral,Neutral
25/03/25,21:05,rohxn 03,Myre dont put ideas in her head,Neutral,Neutral,Neutral
25/03/25,21:05,Gass,🤣🤣🤣,Positive,Neutral,Neutral
25/03/25,21:06,Gass,Scissors for your pocket ✂️😂,Positive,Neutral,Neutral
25/03/25,21:06,rohxn 03,😭😭,Negative,Neutral,Neutral
25/03/25,21:06,Gass,😂😂😂,Positive,Neutral,Neutral
26/03/25,15:35,Gass,They told me not to give to anyone,Neutral,Neutral,Neutral
26/03/25,15:35,Gass,Options note madkoli,Neutral,Neutral,Neutral
26/03/25,15:35,Gass,Don't tell anyone,Neutral,Neutral,Neutral
26/03/25,15:35,Wifey❤️,Haaa send madu pa,Neutral,Neutral,Neutral
26/03/25,15:35,Gass,Paper no dout same for everyone,Negative,Neutral,Neutral
26/03/25,15:35,Gass,<Media omitted>,Neutral,Neutral,Neutral
26/03/25,15:35,Wifey❤️,Ok,Positive,Neutral,Neutral
26/03/25,21:37,Gass,https://forms.gle/DMhEmGonFcG8miPr9,Neutral,Neutral,Neutral
26/03/25,21:37,Gass,ARS01,Neutral,Neutral,Neutral
26/03/25,21:37,Gass,Guys e form yest jana agutho avr athra fill madsi,Neutral,Neutral,Neutral
26/03/25,21:37,Gass,This message was deleted,Neutral,Neutral,Neutral
26/03/25,21:38,Gass,With this referral code,Neutral,Neutral,Neutral
29/03/25,22:02,Nishita 🪰,<Media omitted>,Neutral,Neutral,Neutral
29/03/25,22:02,Nishita 🪰,<Media omitted>,Neutral,Neutral,Neutral
29/03/25,22:03,Nishita 🪰,Guna if possible bring both form printouts,Neutral,Neutral,Neutral
29/03/25,22:20,Wifey❤️,okayy,Neutral,Neutral,Neutral
31/03/25,09:37,rohxn 03,Heyyy,Neutral,Neutral,Neutral
31/03/25,09:37,rohxn 03,I got letter from srinivasan ngo,Neutral,Neutral,Neutral
31/03/25,09:37,rohxn 03,Whats next??,Neutral,Neutral,Neutral
31/03/25,09:54,Nishita 🪰,Feedback form,Neutral,Neutral,Neutral
31/03/25,09:58,Wifey❤️,I didn't got any,Neutral,Neutral,Neutral
31/03/25,09:58,Wifey❤️,Got in whatsApp,Neutral,Neutral,Neutral
31/03/25,09:58,Wifey❤️,😁,Positive,Neutral,Neutral
31/03/25,09:59,Nishita 🪰,Did Sir say anything about feedback form ??,Neutral,Neutral,Neutral
31/03/25,09:59,Wifey❤️,Hey help me what should I reply back,Positive,Neutral,Neutral
31/03/25,09:59,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
31/03/25,10:00,Wifey❤️,What should I reply😭😭,Negative,Neutral,Neutral
31/03/25,10:00,Wifey❤️,Papaa we gave him lot work,Neutral,Neutral,Neutral
31/03/25,10:00,Nishita 🪰,Say Thanks to him,Positive,Neutral,Neutral
31/03/25,10:00,Wifey❤️,That's it,Neutral,Neutral,Neutral
31/03/25,10:00,Nishita 🪰,What else will you write ??,Neutral,Neutral,Neutral
31/03/25,10:01,Wifey❤️,Nothing I thought to say sorry,Negative,Neutral,Neutral
31/03/25,10:01,Wifey❤️,Because he mentioned ryt only for us he wrote the letter,Neutral,Neutral,Neutral
31/03/25,10:01,Nishita 🪰,Ok mention it then,Positive,Neutral,Neutral
31/03/25,10:02,Wifey❤️,Haa,Neutral,Neutral,Neutral
31/03/25,10:04,Nishita 🪰,He didn't say anything about the feedback form ??,Neutral,Neutral,Neutral
31/03/25,10:04,Wifey❤️,Nope,Neutral,Neutral,Neutral
31/03/25,10:04,Nishita 🪰,What to do then ??,Neutral,Neutral,Neutral
31/03/25,10:05,Wifey❤️,That achu want to ask astee,Positive,Neutral,Neutral
31/03/25,10:05,Wifey❤️,I can't ask again,Neutral,Neutral,Neutral
31/03/25,10:05,Wifey❤️,How much we txted,Neutral,Neutral,Neutral
31/03/25,10:05,Wifey❤️,I felt like we gave him lot of work,Positive,Neutral,Neutral
31/03/25,10:05,Wifey❤️,Because only for us he wrote a letter,Neutral,Neutral,Neutral
31/03/25,10:06,Nishita 🪰,Ade,Neutral,Neutral,Neutral
31/03/25,10:06,Nishita 🪰,Call him and tell him to text him or call him,Neutral,Neutral,Neutral
31/03/25,10:06,Wifey❤️,Call he better I guess,Positive,Neutral,Neutral
31/03/25,10:07,Wifey❤️,It's okay now achu's turn,Positive,Neutral,Neutral
31/03/25,10:07,Wifey❤️,Let him call and ask about the feedback form <This message was edited>,Neutral,Neutral,Neutral
31/03/25,10:07,Nishita 🪰,Understood,Neutral,Neutral,Neutral
31/03/25,10:09,Nishita 🪰,U call that bvc and tell do this task,Neutral,Neutral,Neutral
31/03/25,10:09,Wifey❤️,I'm txting he saw,Neutral,Neutral,Neutral
31/03/25,10:10,Wifey❤️,Oh u r talking to someone shoreee😁,Positive,Neutral,Neutral
31/03/25,10:11,Nishita 🪰,Hmmm,Neutral,Neutral,Neutral
31/03/25,10:57,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
31/03/25,11:00,Gass,Guys has anyone of you completed the constitution of India assignment,Neutral,Neutral,Neutral
31/03/25,11:20,Nishita 🪰,Don't use my dialogue on me only 👿,Negative,Neutral,Neutral
31/03/25,12:51,rohxn 03,U can't submit edaaaa,Neutral,Neutral,Neutral
31/03/25,12:51,rohxn 03,Date mukithu,Neutral,Neutral,Neutral
31/03/25,13:12,Gass,Ay i can,Neutral,Neutral,Neutral
31/03/25,13:12,Gass,They have given time till today 5pm,Neutral,Neutral,Neutral
31/03/25,13:13,Gass,Send madu myre,Neutral,Neutral,Neutral
31/03/25,13:15,rohxn 03,Hey srinivasan sir told he done anthaa,Neutral,Neutral,Neutral
,,system,@918799146002 @919663957450,Neutral,Neutral,Neutral
31/03/25,13:15,rohxn 03,I don't have my lap kuttaaa,Neutral,Neutral,Neutral
,,system,Im in home,Neutral,Neutral,Neutral
31/03/25,13:15,Gass,Ok what about Guna,Positive,Neutral,Neutral
31/03/25,13:16,Gass,Guna idre kalsamma submit madbidtini,Neutral,Neutral,Neutral
01/04/25,13:02,rohxn 03,U got????,Neutral,Neutral,Neutral
01/04/25,13:03,rohxn 03,Hey ppl today we need to  submit the report ryt???,Neutral,Neutral,Neutral
01/04/25,13:03,rohxn 03,What and all to do......,Neutral,Neutral,Neutral
01/04/25,13:03,rohxn 03,Ammu... Help me ok.... I dont have lap illi,Positive,Neutral,Neutral
01/04/25,21:46,rohxn 03,Put up Volunteer Painter,Neutral,Neutral,Neutral
01/04/25,21:46,rohxn 03,This is what vidith told,Neutral,Neutral,Neutral
01/04/25,21:50,Nishita 🪰,Use this if till 1/2 hour we don't get msg from the NGO person,Neutral,Neutral,Neutral
01/04/25,21:52,rohxn 03,Ok..... Ammu put that report in our GCR and wait for half an hour,Neutral,Neutral,Neutral
,,system,If no updates from his side..... We'll turn,Negative,Neutral,Neutral
,,system,What u ppl say!,Neutral,Neutral,Neutral
01/04/25,21:53,Wifey❤️,fine,Positive,Neutral,Neutral
01/04/25,21:54,Wifey❤️,ill just add like this,Negative,Neutral,Neutral
,,system,role assigned: volunteer painter,Neutral,Neutral,Neutral
01/04/25,22:19,rohxn 03,Heyyy,Neutral,Neutral,Neutral
01/04/25,22:19,rohxn 03,No updates,Negative,Neutral,Neutral
01/04/25,22:19,rohxn 03,Shall we turn,Neutral,Neutral,Neutral
01/04/25,22:20,Wifey❤️,ookayy,Neutral,Neutral,Neutral
01/04/25,22:21,Nishita 🪰,Okk,Neutral,Neutral,Neutral
01/04/25,22:22,Wifey❤️,then im going to subit,Neutral,Neutral,Neutral
02/04/25,15:45,Wifey❤️,nishitaa and achu u both got 48 out of 50,Neutral,Neutral,Neutral
02/04/25,16:51,Nishita 🪰,U ???,Neutral,Neutral,Neutral
02/04/25,17:51,rohxn 03,🤨🤨,Neutral,Neutral,Neutral
02/04/25,17:51,rohxn 03,On what,Neutral,Neutral,Neutral
02/04/25,17:51,Wifey❤️,Constitution of india,Neutral,Neutral,Neutral
02/04/25,17:52,rohxn 03,U,Neutral,Neutral,Neutral
02/04/25,17:52,Wifey❤️,I got 46🙂,Positive,Neutral,Neutral
02/04/25,17:52,rohxn 03,Haavu,Neutral,Neutral,Neutral
02/04/25,17:53,Gass,U haavu na😂🐍🐍,Positive,Neutral,Neutral
02/04/25,17:53,rohxn 03,😭😭,Negative,Neutral,Neutral
03/04/25,08:50,rohxn 03,@918799146002 Bring phone charger if u can,Neutral,Neutral,Neutral
03/04/25,09:27,Nishita 🪰,I saw the msg,Neutral,Neutral,Neutral
,,system,Actually they stopped me at the shortcut gate,Negative,Neutral,Neutral
,,system,I came late bcoz of that,Neutral,Neutral,Neutral
04/04/25,14:57,Nishita 🪰,https://www.kaggle.com/code/mohammedabdeldayem/facial-expression-recognition-using-vit,Neutral,Neutral,Neutral
,,system,@916238330557 FOR YOUR REFERENCE,Neutral,Neutral,Neutral
04/04/25,16:02,rohxn 03,🍑,Neutral,Neutral,Neutral
,,system,"04/04/25, 17:34 - Nishita 🪰 pinned a message",Neutral,Neutral,Neutral
04/04/25,20:38,rohxn 03,Ppl u done the payment?,Neutral,Neutral,Neutral
04/04/25,21:10,Wifey❤️,Hey I didn't fill the form,Neutral,Neutral,Neutral
04/04/25,21:10,Wifey❤️,Can I do it tomorrow,Neutral,Neutral,Neutral
04/04/25,21:42,Nishita 🪰,Even I didn't,Neutral,Neutral,Neutral
04/04/25,21:42,Nishita 🪰,I was asking my parents about that,Neutral,Neutral,Neutral
05/04/25,13:40,Nishita 🪰,https://meet.google.com/mod-wvym-hvg,Neutral,Neutral,Neutral
05/04/25,13:40,Nishita 🪰,@916238330557 @919663957450  Join now,Positive,Neutral,Neutral
05/04/25,13:59,Wifey❤️,join,Positive,Neutral,Neutral
05/04/25,13:59,Wifey❤️,join,Positive,Neutral,Neutral
05/04/25,14:03,Wifey❤️,Anik Acharjee <anika@rvu.edu.in>,Neutral,Neutral,Neutral
05/04/25,14:04,Wifey❤️,muralidharb@rvu.edu.in,Neutral,Neutral,Neutral
05/04/25,14:04,Wifey❤️,Muralidhar Billa,Neutral,Neutral,Neutral
05/04/25,15:25,Nishita 🪰,@919663957450 and @916238330557 we will have a conference call in the evening,Neutral,Neutral,Neutral
05/04/25,15:46,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
05/04/25,16:07,Nishita 🪰,U went there ??,Neutral,Neutral,Neutral
05/04/25,16:07,Nishita 🪰,Without me 💔,Negative,Neutral,Neutral
05/04/25,16:19,Wifey❤️,"We called u bvc, u told ur security won't leave u inside",Positive,Neutral,Neutral
05/04/25,16:20,Nishita 🪰,I thought you will go to canteen,Neutral,Neutral,Neutral
05/04/25,16:20,Nishita 🪰,I would have come from other side of road,Neutral,Neutral,Neutral
05/04/25,16:20,Wifey❤️,"We also thought, alli enu illaa saturday ryt",Neutral,Neutral,Neutral
05/04/25,16:21,Wifey❤️,Oooooh....... Next time be in class dont run to pg,Neutral,Neutral,Neutral
05/04/25,16:21,Nishita 🪰,It's ok bidu,Positive,Neutral,Neutral
,,system,We will go next time,Neutral,Neutral,Neutral
05/04/25,16:21,Nishita 🪰,I was tired da,Negative,Neutral,Neutral
05/04/25,19:28,rohxn 03,Naale ngo illaaaa,Neutral,Neutral,Neutral
,,system,Be happy😊,Positive,Neutral,Neutral
05/04/25,19:28,rohxn 03,I called him,Neutral,Neutral,Neutral
05/04/25,19:28,rohxn 03,Next week ide,Neutral,Neutral,Neutral
05/04/25,19:47,Nishita 🪰,Okk,Neutral,Neutral,Neutral
05/04/25,19:47,Nishita 🪰,Atleast complete the coding part of our mla project @916238330557,Neutral,Neutral,Neutral
06/04/25,10:56,rohxn 03,<Media omitted>,Neutral,Neutral,Neutral
06/04/25,10:56,rohxn 03,Ppl.....This is puttu by the way,Neutral,Neutral,Neutral
06/04/25,10:56,rohxn 03,Who never saw this,Neutral,Neutral,Neutral
06/04/25,10:57,Nishita 🪰,I know this 🍑,Neutral,Neutral,Neutral
06/04/25,18:40,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
06/04/25,18:40,Wifey❤️,<Media omitted>,Neutral,Neutral,Neutral
06/04/25,18:40,Wifey❤️,This too ok!,Neutral,Neutral,Neutral
06/04/25,19:09,Nishita 🪰,import numpy as np,Positive,Neutral,Neutral
,,system,import pandas as pd,Neutral,Neutral,Neutral
,,system,import matplotlib.pyplot as plt,Neutral,Neutral,Neutral
,,system,"from sklearn.metrics import accuracy_score,roc_auc_score,confusion_matrix,classification_report,f1_score",Neutral,Neutral,Neutral
,,system,import cv2,Neutral,Neutral,Neutral
,,system,import os,Neutral,Neutral,Neutral
,,system,import torch,Neutral,Neutral,Neutral
,,system,import seaborn as sns,Neutral,Neutral,Neutral
,,system,from sklearn.model_selection import train_test_split,Neutral,Neutral,Neutral
,,system,"from datasets import load_dataset,load_metric,concatenate_datasets",Neutral,Neutral,Neutral
,,system,from huggingface_hub import notebook_login,Neutral,Neutral,Neutral
,,system,"from transformers import AutoImageProcessor, AutoModelForImageClassification, TrainingArguments, Trainer, pipeline",Neutral,Neutral,Neutral
,,system,from torchvision.transforms import (  # Import image transformation functions,Neutral,Neutral,Neutral
,,system,"CenterCrop,  # Center crop an image",Neutral,Neutral,Neutral
,,system,"Compose,  # Compose multiple image transformations",Neutral,Neutral,Neutral
,,system,"Normalize,  # Normalize image pixel values",Positive,Neutral,Neutral
,,system,"RandomRotation,  # Apply random rotation to images",Neutral,Neutral,Neutral
,,system,"RandomResizedCrop,  # Crop and resize images randomly",Neutral,Neutral,Neutral
,,system,"RandomHorizontalFlip,  # Apply random horizontal flip",Neutral,Neutral,Neutral
,,system,"RandomAdjustSharpness,  # Adjust sharpness randomly",Neutral,Neutral,Neutral
,,system,"Resize,  # Resize images",Neutral,Neutral,Neutral
,,system,ToTensor  # Convert images to PyTorch tensors,Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,import itertools  # Import 'itertools' for iterators and looping,Neutral,Neutral,Neutral
,,system,"model_checkpoint = ""motheecreator/vit-Facial-Expression-Recognition"" # pre-trained model from which to fine-tune",Neutral,Neutral,Neutral
,,system,from datasets import load_metric,Neutral,Neutral,Neutral
,,system,"metric = load_metric(""accuracy"")",Neutral,Neutral,Neutral
,,system,from datasets import load_dataset,Neutral,Neutral,Neutral
,,system,"af_dataset = load_dataset(""imagefolder"", data_dir=""/kaggle/input/affectnet-training-data"")",Neutral,Neutral,Neutral
,,system,af_dataset,Neutral,Neutral,Neutral
,,system,"from datasets import DatasetDict, ClassLabel",Neutral,Neutral,Neutral
,,system,# Assuming `dataset` is already defined,Neutral,Neutral,Neutral
,,system,# Get the label names,Neutral,Neutral,Neutral
,,system,label_names = af_dataset['train'].features['label'].names,Neutral,Neutral,Neutral
,,system,# Get the index of the 'contempt' label,Negative,Neutral,Neutral
,,system,contempt_index = label_names.index('contempt'),Neutral,Neutral,Neutral
,,system,# Filter out the rows with 'contempt' label,Negative,Neutral,Neutral
,,system,filtered_dataset = af_dataset['train'].filter(lambda example: example['label'] != contempt_index),Neutral,Neutral,Neutral
,,system,# Remove 'contempt' from the label names,Negative,Neutral,Neutral
,,system,new_label_names = [name for name in label_names if name != 'contempt'],Negative,Neutral,Neutral
,,system,# Create a new ClassLabel feature without 'contempt',Positive,Neutral,Neutral
,,system,new_label_feature = ClassLabel(names=new_label_names),Neutral,Neutral,Neutral
,,system,# Function to remap labels to the new indices,Neutral,Neutral,Neutral
,,system,def remap_label(label):,Neutral,Neutral,Neutral
,,system,return new_label_feature.str2int(label_names[label]),Neutral,Neutral,Neutral
,,system,# Update the dataset's label feature,Neutral,Neutral,Neutral
,,system,filtered_dataset = filtered_dataset.map(lambda example: {'label': remap_label(example['label'])}),Neutral,Neutral,Neutral
,,system,# Update the dataset features,Neutral,Neutral,Neutral
,,system,"filtered_dataset = filtered_dataset.cast_column('label', new_label_feature)",Neutral,Neutral,Neutral
,,system,# Update the DatasetDict,Neutral,Neutral,Neutral
,,system,af_dataset = DatasetDict({'train': filtered_dataset}),Neutral,Neutral,Neutral
,,system,# Verify the change,Neutral,Neutral,Neutral
,,system,print(af_dataset),Neutral,Neutral,Neutral
,,system,"from datasets import DatasetDict, ClassLabel",Neutral,Neutral,Neutral
,,system,# Assuming `dataset` is already defined,Neutral,Neutral,Neutral
,,system,# Get the label names,Neutral,Neutral,Neutral
,,system,label_names = af_dataset['train'].features['label'].names,Neutral,Neutral,Neutral
,,system,# Check if 'anger' exists in label_names before changing it,Negative,Neutral,Neutral
,,system,if 'anger' in label_names:,Negative,Neutral,Neutral
,,system,# Change 'anger' to 'angry' in label names,Negative,Neutral,Neutral
,,system,new_label_names = [name if name != 'anger' else 'angry' for name in label_names],Negative,Neutral,Neutral
,,system,# Update the label names in the dataset,Neutral,Neutral,Neutral
,,system,"af_dataset['train'] = af_dataset['train'].rename_column('label', 'old_label')",Neutral,Neutral,Neutral
,,system,"af_dataset['train'] = af_dataset['train'].rename_column('old_label', 'label')",Neutral,Neutral,Neutral
,,system,# Update the label 'anger' to 'angry' in the dataset,Negative,Neutral,Neutral
,,system,af_dataset['train'] = af_dataset['train'].map(lambda example: {'label': 'angry' if example['label'] == 'anger' else example['label']}),Negative,Neutral,Neutral
,,system,# Update the ClassLabel feature,Neutral,Neutral,Neutral
,,system,new_label_feature = ClassLabel(names=new_label_names),Neutral,Neutral,Neutral
,,system,# Update the dataset's label feature,Neutral,Neutral,Neutral
,,system,"af_dataset['train'] = af_dataset['train'].cast_column('label', new_label_feature)",Neutral,Neutral,Neutral
,,system,# Verify the change,Neutral,Neutral,Neutral
,,system,print(af_dataset),Neutral,Neutral,Neutral
,,system,"fer_dataset = load_dataset(""imagefolder"", data_dir=""/kaggle/input/fer2013"")",Neutral,Neutral,Neutral
,,system,fer_dataset,Neutral,Neutral,Neutral
,,system,"mmi_dataset = load_dataset(""imagefolder"", data_dir=""/kaggle/input/mma-facial-expression"")",Neutral,Neutral,Neutral
,,system,"combined_dataset = concatenate_datasets([af_dataset['train'],fer_dataset['train'],mmi_dataset['train']])",Neutral,Neutral,Neutral
,,system,dataset = DatasetDict(),Neutral,Neutral,Neutral
